
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 22:49:14
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 1920/4187  Loss: 0.257110 (t=0.103227, q=0.015388)  Tiempo: 147.5s
[Train][Epoca 1/40] Batch 1940/4187  Loss: 0.336425 (t=0.073766, q=0.026266)  Tiempo: 148.7s
[Train][Epoca 1/40] Batch 1960/4187  Loss: 1.276781 (t=0.185401, q=0.109138)  Tiempo: 149.9s
[Train][Epoca 1/40] Batch 1980/4187  Loss: 0.432654 (t=0.184571, q=0.024808)  Tiempo: 151.1s
[Train][Epoca 1/40] Batch 2000/4187  Loss: 0.312331 (t=0.142541, q=0.016979)  Tiempo: 152.3s
[Train][Epoca 1/40] Batch 2020/4187  Loss: 0.390758 (t=0.138388, q=0.025237)  Tiempo: 153.4s
[Train][Epoca 1/40] Batch 2040/4187  Loss: 0.385449 (t=0.145473, q=0.023998)  Tiempo: 154.5s
[Train][Epoca 1/40] Batch 2060/4187  Loss: 0.400074 (t=0.110594, q=0.028948)  Tiempo: 155.7s
[Train][Epoca 1/40] Batch 2080/4187  Loss: 0.242628 (t=0.156905, q=0.008572)  Tiempo: 156.9s
[Train][Epoca 1/40] Batch 2100/4187  Loss: 0.223347 (t=0.112083, q=0.011126)  Tiempo: 158.0s
[Train][Epoca 1/40] Batch 2120/4187  Loss: 0.445917 (t=0.189646, q=0.025627)  Tiempo: 159.2s
[Train][Epoca 1/40] Batch 2140/4187  Loss: 0.567436 (t=0.130446, q=0.043699)  Tiempo: 160.4s
[Train][Epoca 1/40] Batch 2160/4187  Loss: 0.482738 (t=0.107321, q=0.037542)  Tiempo: 161.6s
[Train][Epoca 1/40] Batch 2180/4187  Loss: 0.346401 (t=0.186846, q=0.015955)  Tiempo: 162.8s
[Train][Epoca 1/40] Batch 2200/4187  Loss: 0.325236 (t=0.127573, q=0.019766)  Tiempo: 163.9s
[Train][Epoca 1/40] Batch 2220/4187  Loss: 0.520954 (t=0.129102, q=0.039185)  Tiempo: 165.0s
[Train][Epoca 1/40] Batch 2240/4187  Loss: 0.212995 (t=0.113013, q=0.009998)  Tiempo: 166.2s
[Train][Epoca 1/40] Batch 2260/4187  Loss: 0.300835 (t=0.144128, q=0.015671)  Tiempo: 167.4s
[Train][Epoca 1/40] Batch 2280/4187  Loss: 0.275295 (t=0.132119, q=0.014318)  Tiempo: 168.6s
[Train][Epoca 1/40] Batch 2300/4187  Loss: 0.320227 (t=0.139353, q=0.018087)  Tiempo: 169.8s
[Train][Epoca 1/40] Batch 2320/4187  Loss: 1.073839 (t=0.133913, q=0.093993)  Tiempo: 170.9s
[Train][Epoca 1/40] Batch 2340/4187  Loss: 0.458414 (t=0.108976, q=0.034944)  Tiempo: 172.1s
[Train][Epoca 1/40] Batch 2360/4187  Loss: 0.468755 (t=0.193791, q=0.027496)  Tiempo: 173.2s
[Train][Epoca 1/40] Batch 2380/4187  Loss: 0.822353 (t=0.099031, q=0.072332)  Tiempo: 174.4s
[Train][Epoca 1/40] Batch 2400/4187  Loss: 0.204103 (t=0.134341, q=0.006976)  Tiempo: 175.5s
[Train][Epoca 1/40] Batch 2420/4187  Loss: 0.211337 (t=0.121514, q=0.008982)  Tiempo: 176.7s
[Train][Epoca 1/40] Batch 2440/4187  Loss: 1.062148 (t=0.164122, q=0.089803)  Tiempo: 177.9s
[Train][Epoca 1/40] Batch 2460/4187  Loss: 0.234113 (t=0.159259, q=0.007485)  Tiempo: 179.0s
[Train][Epoca 1/40] Batch 2480/4187  Loss: 0.187995 (t=0.151864, q=0.003613)  Tiempo: 180.2s
[Train][Epoca 1/40] Batch 2500/4187  Loss: 0.402824 (t=0.162777, q=0.024005)  Tiempo: 181.4s
[Train][Epoca 1/40] Batch 2520/4187  Loss: 0.251238 (t=0.155426, q=0.009581)  Tiempo: 182.6s
[Train][Epoca 1/40] Batch 2540/4187  Loss: 0.301232 (t=0.131605, q=0.016963)  Tiempo: 183.8s
[Train][Epoca 1/40] Batch 2560/4187  Loss: 0.286399 (t=0.147292, q=0.013911)  Tiempo: 185.0s
[Train][Epoca 1/40] Batch 2580/4187  Loss: 0.247439 (t=0.174440, q=0.007300)  Tiempo: 186.2s
[Train][Epoca 1/40] Batch 2600/4187  Loss: 0.148645 (t=0.096651, q=0.005199)  Tiempo: 187.4s
[Train][Epoca 1/40] Batch 2620/4187  Loss: 0.731950 (t=0.216693, q=0.051526)  Tiempo: 188.5s
[Train][Epoca 1/40] Batch 2640/4187  Loss: 0.249041 (t=0.133967, q=0.011507)  Tiempo: 189.7s
[Train][Epoca 1/40] Batch 2660/4187  Loss: 0.348220 (t=0.100018, q=0.024820)  Tiempo: 190.8s
[Train][Epoca 1/40] Batch 2680/4187  Loss: 0.308101 (t=0.151855, q=0.015625)  Tiempo: 192.0s
[Train][Epoca 1/40] Batch 2700/4187  Loss: 0.232411 (t=0.151835, q=0.008058)  Tiempo: 193.1s
[Train][Epoca 1/40] Batch 2720/4187  Loss: 0.191768 (t=0.148902, q=0.004287)  Tiempo: 194.3s
[Train][Epoca 1/40] Batch 2740/4187  Loss: 0.392834 (t=0.167336, q=0.022550)  Tiempo: 195.4s
[Train][Epoca 1/40] Batch 2760/4187  Loss: 0.118139 (t=0.048066, q=0.007007)  Tiempo: 196.7s
[Train][Epoca 1/40] Batch 2780/4187  Loss: 0.513441 (t=0.141621, q=0.037182)  Tiempo: 197.8s
[Train][Epoca 1/40] Batch 2800/4187  Loss: 0.343364 (t=0.170627, q=0.017274)  Tiempo: 199.0s
[Train][Epoca 1/40] Batch 2820/4187  Loss: 0.264395 (t=0.157547, q=0.010685)  Tiempo: 200.2s
[Train][Epoca 1/40] Batch 2840/4187  Loss: 0.272111 (t=0.135149, q=0.013696)  Tiempo: 201.4s
[Train][Epoca 1/40] Batch 2860/4187  Loss: 0.399533 (t=0.141847, q=0.025769)  Tiempo: 202.6s
[Train][Epoca 1/40] Batch 2880/4187  Loss: 0.354158 (t=0.144110, q=0.021005)  Tiempo: 203.7s
[Train][Epoca 1/40] Batch 2900/4187  Loss: 1.722200 (t=0.182263, q=0.153994)  Tiempo: 204.9s
[Train][Epoca 1/40] Batch 2920/4187  Loss: 0.263409 (t=0.159849, q=0.010356)  Tiempo: 206.0s
[Train][Epoca 1/40] Batch 2940/4187  Loss: 0.518992 (t=0.132406, q=0.038659)  Tiempo: 207.2s
[Train][Epoca 1/40] Batch 2960/4187  Loss: 0.654552 (t=0.133923, q=0.052063)  Tiempo: 208.4s
[Train][Epoca 1/40] Batch 2980/4187  Loss: 0.237461 (t=0.111913, q=0.012555)  Tiempo: 209.6s
[Train][Epoca 1/40] Batch 3000/4187  Loss: 0.800950 (t=0.137437, q=0.066351)  Tiempo: 210.8s
[Train][Epoca 1/40] Batch 3020/4187  Loss: 0.518540 (t=0.151616, q=0.036692)  Tiempo: 212.0s
[Train][Epoca 1/40] Batch 3040/4187  Loss: 0.153008 (t=0.104802, q=0.004821)  Tiempo: 213.1s
[Train][Epoca 1/40] Batch 3060/4187  Loss: 0.975694 (t=0.216198, q=0.075950)  Tiempo: 214.3s
[Train][Epoca 1/40] Batch 3080/4187  Loss: 0.226849 (t=0.168432, q=0.005842)  Tiempo: 215.5s
[Train][Epoca 1/40] Batch 3100/4187  Loss: 0.544801 (t=0.096383, q=0.044842)  Tiempo: 216.6s
[Train][Epoca 1/40] Batch 3120/4187  Loss: 0.233897 (t=0.113309, q=0.012059)  Tiempo: 217.8s
[Train][Epoca 1/40] Batch 3140/4187  Loss: 0.413748 (t=0.144606, q=0.026914)  Tiempo: 219.0s
[Train][Epoca 1/40] Batch 3160/4187  Loss: 0.560897 (t=0.148082, q=0.041282)  Tiempo: 220.2s
[Train][Epoca 1/40] Batch 3180/4187  Loss: 0.746151 (t=0.094172, q=0.065198)  Tiempo: 221.3s
[Train][Epoca 1/40] Batch 3200/4187  Loss: 1.155301 (t=0.260896, q=0.089441)  Tiempo: 222.5s
